"Id","BldgType","MasVnrType_clean","MasVnrArea_clean","ExterQual","CentralAir","1stFlrSF","GrLivArea","KitchenQual_clean","GarageArea_clean","PavedDrive","WoodDeckSF","OpenPorchSF","MSSubClass_agrup","MSZoning_agrup","Condition1","HouseStyle","antiguedad","reforma"
2600,"1Fam","None",0,"TA","Y",2034,2034,"TA",1041,"N",483,266,"20","RL","Artery","1Story",67,67
2601,"TwnhsE","BrkFace",134,"TA","Y",936,936,"TA",460,"Y",0,40,"120","RM","Norm","SFoyer",24,23
2602,"Twnhs","None",0,"TA","Y",546,1092,"TA",253,"Y",0,0,"160","RM","Norm","2Story",48,48
2603,"Twnhs","None",0,"TA","Y",530,992,"TA",297,"Y",112,97,"OTHERS","RM","Norm","SLvl",50,50
2604,"TwnhsE","BrkFace",189,"TA","Y",546,1092,"TA",0,"Y",0,64,"160","RM","Norm","2Story",50,50
2605,"Twnhs","None",0,"TA","Y",546,1092,"TA",286,"Y",0,0,"160","RM","Norm","2Story",44,44
2606,"1Fam","BrkFace",144,"TA","Y",1008,1008,"Gd",678,"Y",201,66,"OTHERS","RL","Norm","SFoyer",43,43
2607,"1Fam","None",0,"TA","Y",1356,1356,"TA",528,"Y",1424,0,"80","RL","Norm","SLvl",43,43
2608,"1Fam","None",0,"TA","Y",1676,1676,"Gd",672,"P",690,90,"20","RL","Norm","1Story",43,26
2609,"1Fam","None",0,"TA","Y",716,1432,"TA",531,"Y",0,136,"60","RL","Norm","2Story",43,43
2610,"1Fam","None",0,"TA","Y",796,796,"TA",0,"Y",129,0,"OTHERS","RL","Norm","SFoyer",49,49
2611,"1Fam","None",0,"TA","N",1608,1608,"TA",444,"Y",152,38,"20","RL","Norm","1Story",59,59
2612,"1Fam","None",0,"TA","Y",1178,1178,"TA",502,"Y",0,44,"20","RL","Norm","1Story",44,17
2613,"1Fam","None",0,"TA","Y",816,816,"TA",264,"Y",330,0,"20","RL","Norm","1Story",37,37
2614,"1Fam","None",0,"TA","Y",887,887,"TA",288,"Y",140,0,"20","RL","Norm","1Story",36,36
2615,"1Fam","Stone",28,"TA","Y",1293,1293,"TA",452,"Y",280,0,"20","RL","Norm","1Story",66,66
2616,"1Fam","BrkFace",244,"TA","Y",1024,1024,"Gd",313,"Y",0,0,"20","RL","Norm","1Story",64,64
2617,"1Fam","Stone",302,"TA","Y",1797,1797,"TA",963,"Y",0,0,"20","RL","Norm","1Story",63,63
2618,"1Fam","Stone",902,"TA","Y",1390,1390,"Ex",550,"Y",0,189,"20","RL","Norm","1Story",63,63
2619,"1Fam","BrkFace",434,"TA","Y",1851,1851,"TA",506,"Y",0,146,"20","RL","Norm","1Story",51,51
2620,"1Fam","None",0,"TA","Y",813,1525,"TA",400,"Y",421,72,"60","RL","Norm","2Story",23,22
2621,"1Fam","None",0,"TA","Y",781,1671,"TA",423,"Y",0,84,"60","RL","Norm","2Story",25,25
2622,"1Fam","None",0,"TA","Y",821,1776,"TA",443,"Y",286,116,"60","RL","Norm","2Story",24,24
2623,"1Fam","BrkFace",216,"Gd","Y",1074,2064,"Gd",527,"Y",0,119,"60","RL","Norm","2Story",15,15
2624,"1Fam","BrkFace",248,"Gd","Y",1700,2212,"Gd",773,"Y",237,38,"60","RL","Norm","2Story",15,14
2625,"1Fam","None",0,"Gd","Y",2079,2687,"Gd",618,"Y",168,12,"160","RL","Norm","2Story",26,26
2626,"1Fam","BrkFace",112,"TA","Y",1169,1169,"TA",402,"Y",0,26,"20","RL","Norm","1Story",27,26
2627,"TwnhsE","None",0,"TA","Y",1204,1204,"TA",461,"Y",120,70,"120","RL","Norm","1Story",33,33
2628,"1Fam","BrkFace",600,"Gd","Y",1414,2798,"Ex",670,"Y",182,37,"60","RL","Norm","2Story",15,14
2629,"1Fam","BrkFace",662,"Ex","Y",1528,3390,"Ex",758,"Y",204,34,"60","RL","Norm","2Story",14,14
2630,"1Fam","BrkFace",184,"Gd","Y",1102,2473,"Gd",675,"Y",246,39,"60","RL","Norm","2Story",14,14
2631,"1Fam","Stone",734,"Ex","Y",1850,2698,"Ex",736,"Y",250,0,"60","RL","Norm","2Story",14,14
2632,"1Fam","BrkFace",550,"Gd","Y",1390,2795,"Ex",660,"Y",272,102,"60","RL","Norm","2Story",15,14
2633,"TwnhsE","BrkFace",230,"Gd","Y",1714,1714,"Gd",517,"Y",156,55,"120","RL","Norm","1Story",15,15
2634,"1Fam","BrkFace",420,"Ex","Y",2000,2000,"Ex",722,"Y",351,102,"20","RL","Norm","1Story",15,15
2635,"1Fam","BrkFace",130,"TA","Y",1102,1102,"TA",582,"Y",140,22,"OTHERS","RL","Norm","SFoyer",40,40
2636,"1Fam","BrkFace",68,"TA","Y",945,1857,"TA",482,"Y",400,105,"60","RL","PosA","2Story",42,42
2637,"1Fam","Stone",252,"Gd","Y",1083,1083,"TA",596,"Y",444,0,"OTHERS","RL","Norm","SFoyer",44,44
2638,"1Fam","None",0,"Gd","Y",960,2318,"Gd",541,"Y",0,246,"60","FV","RRAn","2Story",15,14
2639,"1Fam","BrkFace",248,"TA","Y",1109,1875,"Gd",485,"Y",48,28,"80","RL","Norm","SLvl",45,20
2640,"1Fam","BrkFace",176,"TA","Y",1103,1103,"TA",462,"Y",295,84,"20","RL","Norm","1Story",46,46
2641,"1Fam","None",0,"TA","Y",874,874,"TA",576,"Y",63,0,"20","RL","Norm","1Story",49,49
2642,"TwnhsE","None",0,"Gd","Y",1419,1419,"Gd",543,"Y",196,68,"120","OTHER","Norm","1Story",18,18
2643,"TwnhsE","BrkFace",514,"TA","Y",525,1092,"TA",440,"Y",0,0,"160","RM","Norm","2Story",47,47
2644,"TwnhsE","BrkFace",200,"TA","Y",765,1365,"Gd",440,"Y",0,36,"160","RM","Norm","2Story",47,47
2645,"Twnhs","BrkFace",380,"TA","Y",494,1030,"TA",264,"Y",0,0,"160","RM","Norm","2Story",48,48
2646,"Twnhs","BrkFace",504,"TA","Y",483,948,"TA",264,"Y",0,0,"160","RM","Norm","2Story",48,48
2647,"Twnhs","BrkFace",504,"TA","Y",525,1092,"TA",264,"Y",352,0,"160","RM","Norm","2Story",48,48
2648,"TwnhsE","None",0,"TA","Y",1069,1069,"TA",440,"Y",0,55,"120","RL","Norm","1Story",45,45
2649,"1Fam","None",0,"TA","Y",1387,1387,"TA",300,"Y",0,0,"20","RL","Norm","1Story",53,45
2650,"Twnhs","None",0,"TA","Y",1055,1055,"TA",319,"Y",0,29,"120","RL","Norm","1Story",44,44
2651,"Twnhs","None",0,"TA","Y",855,1456,"TA",460,"Y",0,28,"160","RL","Norm","2Story",44,44
2652,"1Fam","Stone",215,"Gd","Y",1738,2589,"Ex",831,"Y",0,0,"60","RL","Norm","2Story",14,14
2653,"1Fam","BrkFace",232,"Gd","Y",1618,1618,"Gd",880,"Y",0,0,"20","RL","Norm","1Story",16,16
2654,"1Fam","Stone",206,"Gd","Y",1740,1740,"Gd",874,"Y",0,43,"20","RL","Norm","1Story",14,14
2655,"1Fam","BrkFace",568,"Ex","Y",1868,1868,"Ex",1085,"Y",354,56,"20","RL","Norm","1Story",15,15
2656,"1Fam","BrkFace",525,"Gd","Y",1117,2206,"Ex",670,"Y",148,95,"60","RL","Norm","2Story",15,14
2657,"1Fam","BrkFace",385,"Ex","Y",1625,2091,"Ex",521,"Y",194,84,"60","RL","Norm","2Story",15,14
2658,"1Fam","None",0,"Gd","Y",1209,2253,"Ex",575,"Y",243,142,"60","RL","Norm","2Story",15,14
2659,"1Fam","None",0,"Gd","Y",1054,2389,"Gd",672,"Y",176,64,"60","RL","Norm","2Story",14,14
2660,"1Fam","BrkFace",142,"Gd","Y",1544,2358,"Ex",784,"Y",120,34,"60","RL","Norm","2Story",15,14
2661,"1Fam","BrkFace",430,"Ex","Y",1792,1792,"Gd",925,"Y",204,49,"20","RL","Norm","1Story",15,14
2662,"1Fam","BrkFace",674,"Ex","Y",1780,1780,"Ex",816,"Y",144,68,"20","RL","Norm","1Story",16,15
2663,"1Fam","BrkFace",112,"Gd","Y",1426,1914,"Gd",746,"Y",168,127,"60","RL","Norm","2Story",16,16
2664,"TwnhsE","BrkFace",278,"Ex","Y",1565,1565,"Ex",556,"Y",196,56,"120","RL","Norm","1Story",15,15
2665,"TwnhsE","BrkFace",518,"Gd","Y",1686,1686,"Ex",899,"Y",266,100,"20","RL","Norm","1Story",14,14
2666,"TwnhsE","BrkFace",572,"Ex","Y",1666,1666,"Gd",575,"Y",228,75,"120","RL","Norm","1Story",14,14
2667,"1Fam","None",0,"Gd","Y",728,1456,"Gd",390,"Y",0,24,"60","RL","RRAn","2Story",15,14
2668,"1Fam","None",0,"Gd","Y",738,1492,"Gd",440,"Y",0,32,"60","RL","RRAn","2Story",14,14
2669,"1Fam","None",0,"Gd","Y",1326,1326,"Gd",427,"Y",100,0,"20","RL","Norm","1Story",14,14
2670,"1Fam","BrkFace",236,"Gd","Y",1052,2373,"Gd",632,"Y",120,46,"60","RL","Norm","2Story",16,15
2671,"1Fam","None",0,"Gd","Y",738,1492,"Gd",440,"Y",100,32,"60","RL","Norm","2Story",14,14
2672,"TwnhsE","BrkFace",14,"Gd","Y",1364,1364,"Gd",437,"Y",100,16,"120","RL","Norm","1Story",14,14
2673,"TwnhsE","BrkFace",40,"Gd","Y",1511,1511,"Gd",398,"Y",130,30,"120","RL","Norm","1Story",18,18
2674,"TwnhsE","BrkFace",18,"Gd","Y",1548,1548,"Gd",388,"Y",143,20,"120","RM","Norm","1Story",16,16
2675,"TwnhsE","BrkFace",14,"Gd","Y",1142,1142,"Gd",440,"Y",90,0,"120","RL","Norm","1Story",15,14
2676,"1Fam","None",0,"Gd","Y",848,1598,"Gd",433,"Y",100,48,"60","RL","Norm","2Story",16,15
2677,"1Fam","None",0,"TA","Y",1008,1889,"TA",431,"Y",0,0,"60","RL","Norm","2Story",20,20
2678,"1Fam","None",0,"Gd","Y",1082,2322,"Gd",617,"Y",400,45,"60","RL","Norm","2Story",14,14
2679,"1Fam","BrkFace",242,"Gd","Y",1079,1976,"Gd",885,"Y",210,31,"60","RL","Norm","2Story",22,22
2680,"1Fam","BrkFace",322,"Gd","Y",1205,2234,"Gd",768,"Y",0,50,"60","RL","Norm","2Story",20,20
2681,"1Fam","BrkFace",877,"Gd","Y",1540,2855,"Ex",774,"Y",247,55,"60","RL","Norm","2Story",20,20
2682,"1Fam","BrkFace",397,"Gd","Y",1358,2726,"Gd",725,"Y",307,169,"60","RL","Norm","2Story",25,25
2683,"1Fam","BrkFace",738,"Gd","Y",1933,3500,"Ex",959,"Y",870,86,"60","RL","Norm","2Story",27,26
2684,"1Fam","BrkFace",501,"Gd","Y",1305,2494,"Gd",803,"Y",200,95,"60","RL","Norm","2Story",26,25
2685,"1Fam","BrkFace",420,"Gd","Y",1565,2799,"Gd",704,"Y",432,136,"60","RL","Norm","2Story",27,27
2686,"1Fam","Stone",192,"Gd","Y",1116,1964,"Gd",760,"Y",200,70,"60","RL","RRAn","2Story",15,14
2687,"1Fam","None",0,"Gd","Y",1670,1670,"Gd",928,"Y",0,240,"20","RL","RRAn","1Story",14,14
2688,"1Fam","BrkFace",60,"Gd","Y",1504,1504,"Gd",510,"Y",144,0,"20","RL","Feedr","1Story",14,14
2689,"1Fam","None",0,"Gd","Y",1278,1278,"Gd",584,"Y",0,60,"20","FV","Norm","1Story",14,14
2690,"1Fam","None",0,"Gd","Y",2036,2640,"Ex",792,"Y",0,265,"60","FV","Feedr","2Story",14,14
2691,"1Fam","None",0,"Gd","Y",858,1716,"Gd",615,"Y",0,53,"60","FV","Norm","2Story",15,15
2692,"1Fam","None",0,"TA","Y",1142,1142,"Gd",0,"Y",4,50,"20","RL","Norm","1Story",15,15
2693,"1Fam","BrkFace",118,"Gd","Y",1400,1400,"Gd",612,"Y",144,55,"20","RL","Norm","1Story",15,14
2694,"1Fam","None",0,"TA","Y",1131,1131,"Gd",0,"Y",0,39,"20","RL","RRAe","1Story",15,14
2695,"1Fam","BrkFace",172,"Gd","Y",891,1686,"Gd",462,"Y",144,101,"60","RL","Norm","2Story",15,15
2696,"1Fam","BrkFace",96,"Gd","Y",831,1585,"Gd",449,"Y",100,77,"60","RL","Norm","2Story",15,15
2697,"1Fam","None",0,"TA","Y",941,1837,"TA",688,"Y",150,165,"60","RL","Norm","2Story",23,22
2698,"1Fam","None",0,"Gd","Y",844,1731,"Gd",462,"Y",307,85,"60","RL","Norm","2Story",28,27
2699,"TwnhsE","None",0,"Gd","Y",1398,1398,"Gd",542,"Y",0,46,"120","RL","Norm","1Story",30,29
2700,"TwnhsE","None",0,"Gd","Y",1217,1217,"Gd",484,"Y",0,64,"120","RL","Norm","1Story",29,29
2701,"1Fam","None",0,"TA","Y",636,1320,"Gd",472,"Y",0,40,"60","RL","RRAe","2Story",26,26
2702,"1Fam","BrkFace",51,"TA","Y",988,988,"TA",624,"Y",0,0,"20","RL","RRAe","1Story",58,58
2703,"Duplex","None",0,"TA","Y",1286,1654,"TA",528,"Y",0,0,"90","RM","RRAe","1.5Fin",43,43
2704,"1Fam","None",0,"TA","Y",1211,1211,"TA",576,"Y",161,0,"20","RL","Norm","1Story",58,18
2705,"1Fam","None",0,"TA","Y",984,984,"TA",310,"Y",0,0,"20","RL","RRNe","1Story",55,55
2706,"1Fam","BrkFace",90,"TA","Y",909,909,"TA",294,"Y",0,155,"20","RL","RRAe","1Story",52,52
2707,"1Fam","None",0,"TA","Y",925,925,"TA",484,"Y",203,74,"20","RL","RRAe","1Story",57,57
2708,"1Fam","None",0,"TA","Y",1024,1024,"TA",308,"Y",0,0,"20","RL","Norm","1Story",55,55
2709,"1Fam","None",0,"TA","N",912,912,"TA",0,"Y",0,0,"20","RL","Norm","1Story",56,56
2710,"1Fam","None",0,"TA","Y",941,941,"TA",288,"Y",64,0,"20","RL","Norm","1Story",53,53
2711,"1Fam","BrkFace",145,"Gd","Y",2151,2646,"Gd",550,"Y",641,100,"80","RL","Norm","SLvl",46,46
2712,"1Fam","BrkFace",692,"Gd","Y",1520,2826,"Gd",888,"Y",177,208,"60","RL","Norm","2Story",28,27
2713,"TwnhsE","None",0,"Gd","Y",1143,1143,"Gd",588,"Y",0,191,"120","FV","Norm","1Story",16,16
2714,"Twnhs","None",0,"Gd","Y",520,1223,"Gd",480,"Y",0,166,"160","FV","Norm","2Story",15,15
2715,"TwnhsE","BrkFace",513,"Gd","Y",768,1524,"Gd",440,"Y",0,32,"160","FV","Norm","2Story",20,20
2716,"TwnhsE","None",0,"Gd","Y",530,1080,"Gd",496,"Y",0,50,"160","FV","Norm","2Story",17,17
2717,"1Fam","None",0,"Gd","Y",854,1694,"Gd",434,"Y",0,382,"60","FV","Norm","2Story",23,22
2718,"1Fam","None",0,"Gd","Y",1568,1568,"Gd",564,"Y",0,266,"20","FV","Norm","1Story",19,18
2719,"2fmCon","BrkFace",144,"TA","Y",1193,1193,"TA",501,"Y",140,153,"190","RL","RRAn","1Story",48,48
2720,"1Fam","BrkFace",264,"TA","Y",1334,1334,"TA",477,"Y",0,20,"20","RL","RRAn","1Story",53,53
2721,"1Fam","None",0,"TA","Y",1051,1051,"TA",504,"Y",0,0,"20","RL","Feedr","1Story",52,52
2722,"1Fam","BrkFace",300,"TA","Y",884,1770,"TA",530,"Y",0,60,"60","RL","Feedr","2Story",52,52
2723,"1Fam","BrkFace",203,"TA","Y",976,976,"Gd",504,"Y",94,0,"20","RL","Feedr","1Story",52,16
2724,"1Fam","None",0,"TA","Y",898,898,"TA",326,"Y",143,0,"OTHERS","RL","Feedr","SFoyer",52,52
2725,"1Fam","None",0,"TA","Y",1051,1051,"TA",264,"Y",182,88,"20","RL","Norm","1Story",54,54
2726,"1Fam","BrkFace",140,"TA","Y",1141,1141,"TA",568,"Y",0,78,"80","RL","Norm","SLvl",53,53
2727,"2fmCon","None",0,"TA","Y",1565,1565,"Gd",299,"Y",200,25,"190","RL","RRAn","1Story",55,20
2728,"1Fam","BrkFace",112,"TA","Y",1488,1488,"TA",430,"Y",154,60,"20","RL","Norm","1Story",56,56
2729,"1Fam","None",0,"TA","Y",720,1440,"TA",480,"Y",0,32,"60","RL","Norm","2Story",56,56
2730,"1Fam","BrkFace",88,"TA","Y",1248,1248,"TA",286,"Y",0,0,"20","RL","Norm","1Story",60,60
2731,"1Fam","None",0,"TA","Y",816,816,"TA",240,"Y",228,0,"30","RL","Norm","1Story",86,70
2732,"1Fam","None",0,"TA","Y",1043,1043,"TA",273,"Y",125,48,"20","RL","Norm","1Story",73,70
2733,"1Fam","None",0,"TA","Y",1433,1433,"TA",441,"Y",144,0,"20","RL","Norm","1Story",59,30
2734,"1Fam","Stone",150,"TA","Y",1624,1624,"TA",240,"Y",0,40,"20","RL","Feedr","1Story",68,68
2735,"1Fam","Stone",144,"TA","Y",1216,1216,"TA",280,"Y",0,0,"20","RL","Norm","1Story",69,69
2736,"1Fam","None",0,"TA","Y",1024,1728,"TA",234,"Y",245,60,"60","RL","Norm","2Story",71,47
2737,"1Fam","None",0,"TA","Y",936,936,"TA",240,"Y",0,0,"20","RL","Norm","1Story",66,45
2738,"Duplex","None",0,"TA","Y",1584,1584,"TA",506,"Y",0,0,"90","RL","Norm","1Story",53,53
2739,"1Fam","None",0,"TA","Y",1246,1246,"TA",441,"Y",0,69,"80","RL","Norm","SLvl",56,56
2740,"1Fam","BrkFace",332,"TA","Y",1008,1008,"TA",430,"Y",0,0,"20","RL","Norm","1Story",57,57
2741,"1Fam","None",0,"TA","Y",1364,1364,"TA",331,"Y",0,60,"20","RL","Feedr","1Story",63,63
2742,"1Fam","BrkFace",632,"TA","Y",1336,1336,"TA",488,"Y",80,0,"20","RL","Feedr","1Story",62,62
2743,"1Fam","BrkFace",272,"TA","Y",1370,1370,"TA",300,"Y",191,0,"80","RL","Norm","SLvl",64,64
2744,"1Fam","None",0,"TA","Y",1124,1124,"TA",353,"Y",0,211,"20","RL","Norm","1Story",64,26
2745,"1Fam","BrkFace",176,"TA","Y",1050,1050,"Gd",286,"Y",0,0,"20","RL","Norm","1Story",66,20
2746,"1Fam","None",0,"TA","Y",1008,1008,"TA",280,"Y",0,154,"20","RL","Norm","1Story",68,17
2747,"1Fam","BrkFace",522,"TA","Y",1575,1575,"Gd",400,"Y",0,0,"20","RL","Norm","1Story",69,69
2748,"1Fam","None",0,"TA","Y",1145,1145,"TA",684,"Y",0,0,"80","RL","Norm","SLvl",64,64
2749,"1Fam","None",0,"TA","Y",1005,1005,"TA",319,"Y",0,0,"20","RL","Norm","1Story",64,64
2750,"1Fam","None",0,"TA","Y",1056,1056,"TA",300,"Y",0,0,"20","RL","Norm","1Story",65,65
2751,"1Fam","None",0,"TA","Y",884,884,"TA",270,"Y",0,0,"20","RL","Norm","1Story",69,29
2752,"1Fam","None",0,"Gd","Y",2039,2039,"TA",791,"Y",0,0,"30","RL","Norm","1Story",79,57
2753,"1Fam","None",0,"TA","Y",1384,1384,"TA",896,"Y",75,0,"20","RL","Norm","1Story",64,19
2754,"2fmCon","None",0,"TA","Y",1392,2640,"TA",1008,"N",631,48,"190","RL","Artery","1.5Fin",95,45
2755,"1Fam","None",0,"TA","Y",900,1312,"TA",649,"Y",0,28,"50","RL","Norm","1.5Fin",73,70
2756,"1Fam","None",0,"TA","Y",713,713,"Gd",371,"N",0,75,"30","RL","Norm","1Story",90,19
2757,"1Fam","None",0,"TA","N",715,715,"TA",660,"N",0,0,"30","RL","Artery","1Story",91,70
2758,"1Fam","None",0,"TA","Y",448,720,"Fa",280,"Y",0,0,"50","RL","Norm","1.5Fin",120,22
2759,"1Fam","None",0,"TA","Y",774,1595,"TA",528,"Y",49,0,"70","RL","Norm","2Story",105,70
2760,"1Fam","None",0,"TA","Y",981,1760,"TA",648,"Y",120,0,"50","RL","Norm","1.5Fin",110,70
2761,"1Fam","BrkFace",379,"TA","Y",1146,1146,"TA",294,"Y",345,75,"80","RL","Norm","SLvl",57,57
2762,"1Fam","BrkCmn",161,"TA","Y",1207,1207,"TA",264,"Y",0,240,"20","RL","Norm","1Story",58,35
2763,"1Fam","BrkFace",104,"TA","Y",1773,1773,"TA",418,"Y",355,98,"20","RL","PosA","1Story",59,28
2764,"1Fam","BrkCmn",58,"TA","Y",1472,1472,"Gd",484,"Y",0,68,"20","RL","PosA","1Story",61,61
2765,"1Fam","None",0,"TA","Y",1900,2448,"TA",441,"Y",520,102,"60","RL","Norm","2Story",58,22
2766,"1Fam","None",0,"TA","Y",910,1521,"Gd",597,"Y",199,0,"50","RL","Norm","1.5Fin",70,70
2767,"Duplex","None",0,"TA","N",1040,1040,"TA",400,"Y",0,0,"90","RL","Norm","1Story",70,70
2768,"Duplex","None",0,"TA","Y",1556,1556,"TA",0,"Y",0,0,"90","RL","Norm","1Story",60,60
2769,"1Fam","None",0,"TA","Y",1150,1150,"TA",288,"Y",0,0,"20","RL","Norm","1Story",59,59
2770,"1Fam","None",0,"TA","Y",1045,1045,"TA",528,"Y",0,0,"20","RL","Artery","1Story",58,58
2771,"1Fam","None",0,"TA","Y",864,864,"TA",336,"Y",0,0,"20","RL","Artery","1Story",58,58
2772,"2fmCon","None",0,"TA","Y",1025,1025,"TA",0,"Y",96,80,"190","RL","Artery","SFoyer",58,58
2773,"1Fam","None",0,"Gd","Y",1007,2014,"TA",624,"Y",0,72,"70","RM","Norm","2Story",120,15
2774,"1Fam","Stone",264,"TA","Y",1226,1668,"TA",240,"Y",0,0,"50","RM","Norm","1.5Fin",72,70
2775,"1Fam","None",0,"TA","N",1147,1657,"Fa",162,"N",0,0,"50","RM","Norm","1.5Fin",100,40
2776,"1Fam","None",0,"TA","Y",940,1416,"Gd",400,"Y",0,24,"50","RM","Norm","1.5Fin",120,16
2777,"1Fam","None",0,"TA","Y",848,1428,"TA",576,"Y",264,0,"70","RM","Norm","2Story",120,50
2778,"1Fam","None",0,"TA","N",502,1004,"Gd",200,"N",280,0,"70","RM","Norm","2Story",90,70
2779,"2fmCon","None",0,"Gd","N",1084,1951,"Fa",576,"P",0,6,"190","RM","Norm","1.5Fin",120,70
2780,"1Fam","None",0,"TA","N",1032,1032,"TA",280,"Y",0,0,"30","RM","Norm","1Story",96,70
2781,"1Fam","None",0,"TA","Y",844,844,"TA",216,"N",50,81,"30","RM","Norm","1Story",95,70
2782,"1Fam","None",0,"TA","Y",864,864,"TA",528,"Y",0,0,"20","RM","Norm","1Story",70,70
2783,"1Fam","None",0,"TA","Y",714,1376,"TA",216,"N",0,0,"70","RM","Norm","2Story",115,70
2784,"2fmCon","None",0,"TA","Y",960,960,"TA",576,"Y",0,0,"190","RM","Norm","1Story",65,65
2785,"1Fam","BrkFace",145,"TA","Y",816,1566,"Gd",450,"Y",24,0,"50","RM","Norm","1.5Fin",96,70
2786,"1Fam","None",0,"TA","Y",492,492,"TA",200,"N",0,0,"30","RM","Norm","1Story",99,70
2787,"1Fam","None",0,"TA","Y",885,1182,"TA",378,"Y",0,0,"50","RM","Norm","1.5Fin",75,70
2788,"1Fam","None",0,"TA","Y",840,840,"Fa",250,"N",112,0,"30","RM","Norm","1Story",100,70
2789,"1Fam","None",0,"TA","Y",1226,2104,"TA",432,"P",0,341,"OTHERS","RM","Norm","2.5Unf",110,15
2790,"Duplex","None",0,"TA","N",624,1248,"TA",0,"N",0,130,"90","RM","Norm","2Story",100,70
2791,"1Fam","None",0,"TA","Y",960,960,"TA",624,"Y",0,0,"20","RM","Norm","1Story",62,62
2792,"1Fam","None",0,"Fa","N",1020,1020,"Fa",0,"N",0,0,"50","OTHER","Norm","1.5Unf",102,70
2793,"1Fam","None",0,"TA","N",1017,1827,"TA",240,"Y",27,36,"70","RL","Norm","2Story",96,24
2794,"1Fam","None",0,"Gd","Y",728,1162,"TA",258,"Y",0,24,"50","RM","Norm","1.5Fin",90,70
2795,"1Fam","None",0,"TA","Y",741,1324,"Gd",180,"Y",0,0,"50","RM","Norm","1.5Fin",90,36
2796,"1Fam","None",0,"TA","Y",816,816,"TA",210,"N",168,0,"30","RL","Norm","1Story",95,70
2797,"1Fam","None",0,"TA","Y",1611,2486,"TA",576,"Y",0,0,"50","RM","RRAn","1.5Fin",58,58
2798,"1Fam","None",0,"TA","Y",834,1430,"Fa",370,"Y",218,0,"50","RM","Norm","1.5Fin",96,70
2799,"1Fam","None",0,"Fa","Y",665,1330,"TA",390,"N",0,72,"70","RM","Norm","2Story",110,16
2800,"1Fam","None",0,"TA","N",819,819,"Gd",0,"N",0,0,"30","RM","Norm","1Story",101,70
2801,"1Fam","None",0,"TA","Y",984,984,"TA",308,"N",0,0,"30","RM","Norm","1Story",90,70
2802,"1Fam","Stone",41,"TA","Y",1081,1422,"TA",288,"Y",0,0,"50","RL","Feedr","1.5Fin",69,69
2803,"Duplex","None",0,"TA","Y",1921,1921,"TA",576,"Y",0,180,"90","RL","Feedr","1Story",56,56
2804,"1Fam","None",0,"TA","Y",1640,1640,"TA",394,"Y",0,0,"20","RL","Norm","1Story",70,70
2805,"1Fam","None",0,"TA","N",1032,1032,"TA",260,"Y",0,0,"30","RL","Norm","1Story",85,70
2806,"1Fam","None",0,"TA","Y",879,879,"TA",180,"P",0,108,"30","RL","Norm","1Story",84,70
2807,"1Fam","None",0,"TA","Y",1073,1073,"TA",246,"Y",0,120,"20","RL","Norm","1Story",16,16
2808,"1Fam","BrkFace",305,"TA","Y",1064,1064,"TA",528,"Y",314,48,"20","RL","Norm","1Story",53,53
2809,"1Fam","None",0,"TA","Y",934,934,"TA",336,"Y",77,0,"80","RL","Norm","SLvl",56,56
2810,"1Fam","None",0,"TA","Y",1059,1059,"TA",286,"Y",0,88,"20","RL","Norm","1Story",54,54
2811,"1Fam","BrkFace",450,"TA","Y",1458,1458,"TA",512,"Y",284,0,"20","RL","Norm","1Story",53,53
2812,"1Fam","BrkFace",200,"TA","Y",1040,1040,"TA",616,"Y",131,0,"80","RL","Norm","SLvl",42,42
2813,"Duplex","None",0,"TA","Y",1967,1967,"TA",580,"Y",170,0,"90","RL","Norm","1Story",43,43
2814,"Duplex","BrkFace",99,"TA","Y",1949,1949,"TA",586,"Y",32,0,"90","RL","Norm","1Story",43,43
2815,"1Fam","Stone",65,"TA","N",872,872,"Fa",322,"N",0,0,"30","RL","Norm","1Story",96,70
2816,"1Fam","BrkFace",123,"TA","Y",1830,1830,"TA",521,"Y",0,115,"20","RL","Norm","1Story",53,53
2817,"1Fam","None",0,"TA","Y",1000,1000,"TA",575,"Y",238,0,"20","RL","Norm","1Story",57,57
2818,"1Fam","BrkFace",153,"TA","Y",810,810,"TA",576,"Y",0,0,"OTHERS","RL","Feedr","SFoyer",49,48
2819,"Twnhs","None",0,"Gd","Y",880,1700,"Gd",450,"Y",188,36,"OTHERS","RL","Norm","1.5Fin",40,39
2820,"1Fam","None",0,"TA","Y",1350,1350,"TA",504,"Y",237,0,"20","RL","Norm","1Story",66,66
2821,"1Fam","None",0,"TA","N",799,1150,"TA",215,"Y",264,0,"50","RL","Norm","1.5Fin",78,70
2822,"1Fam","None",0,"TA","Y",1337,2009,"TA",795,"P",0,42,"70","RL","Norm","2Story",92,70
2823,"1Fam","None",0,"TA","Y",1836,3672,"Gd",836,"Y",684,80,"OTHERS","RL","Norm","2.5Unf",85,30
2824,"1Fam","Stone",96,"TA","Y",1560,1560,"TA",528,"Y",453,253,"80","RL","Norm","SLvl",58,58
2825,"1Fam","BrkFace",232,"TA","Y",1488,1488,"TA",569,"Y",0,189,"20","RL","Norm","1Story",68,18
2826,"1Fam","Stone",164,"TA","Y",1057,1057,"Gd",288,"Y",0,0,"20","RL","Norm","1Story",65,21
2827,"1Fam","None",0,"TA","Y",1068,1609,"TA",305,"Y",0,0,"50","RL","Norm","1.5Fin",67,67
