"Id","BldgType","MasVnrType_clean","MasVnrArea_clean","ExterQual","CentralAir","1stFlrSF","GrLivArea","KitchenQual_clean","GarageArea_clean","PavedDrive","WoodDeckSF","OpenPorchSF","MSSubClass_agrup","MSZoning_agrup","Condition1","HouseStyle","antiguedad","reforma","averagePrice_surface"
1031,"2fmCon","None",0,"TA","Y",948,1928,"TA",0,"N",0,0,"190","OTHER","Norm","2Story",104,25,82.9875518672199
1032,"1Fam","None",0,"TA","Y",1687,3082,"TA",672,"Y",136,63,"OTHERS","RL","Norm","2.5Fin",100,50,63.919532770928
1033,"1Fam","None",0,"Gd","Y",1352,2520,"Gd",796,"Y",209,55,"60","RL","Norm","2Story",27,27,123.015873015873
1034,"1Fam","Stone",295,"Gd","Y",1654,1654,"Gd",900,"Y",0,136,"20","RL","Norm","1Story",18,18,139.056831922612
1035,"1Fam","None",0,"TA","Y",954,954,"Fa",240,"Y",0,0,"30","RL","Norm","1Story",82,70,125.524109014675
1036,"1Fam","None",0,"TA","N",845,845,"TA",290,"N",186,0,"20","RL","Norm","1Story",63,63,99.4082840236686
1037,"1Fam","Stone",70,"Gd","Y",1620,1620,"Ex",912,"Y",228,0,"20","RL","Norm","1Story",13,12,194.753086419753
1038,"1Fam","BrkFace",396,"Gd","Y",1055,2263,"Gd",905,"Y",0,45,"60","RL","Norm","2Story",19,18,126.822801590809
1039,"Twnhs","None",0,"TA","Y",798,1344,"TA",0,"Y",0,0,"160","RM","Norm","2Story",50,12,72.1726190476191
1040,"TwnhsE","None",0,"TA","Y",630,630,"TA",286,"Y",0,0,"OTHERS","RM","Norm","SFoyer",50,50,126.984126984127
1041,"1Fam","BrkCmn",67,"TA","Y",1803,1803,"TA",484,"Y",0,0,"20","RL","Norm","1Story",63,20,85.9678313921242
1042,"1Fam","BrkFace",252,"TA","Y",800,1632,"Gd",484,"Y",0,40,"60","RL","Feedr","2Story",54,20,106.004901960784
1043,"Twnhs","Stone",135,"Gd","Y",1306,1306,"Gd",624,"Y",170,63,"120","RL","Norm","1Story",15,15,150.076569678407
1044,"1Fam","BrkFace",99,"TA","Y",1532,2329,"Gd",514,"Y",192,121,"60","RL","Norm","2Story",30,30,112.614856161443
1045,"1Fam","None",0,"Gd","Y",2524,2524,"Gd",542,"Y",474,120,"20","RL","PosN","1Story",39,39,110.142630744849
1046,"1Fam","None",0,"TA","Y",1733,1733,"TA",452,"Y",0,0,"20","RL","Norm","1Story",65,65,80.5539526832083
1047,"1Fam","Stone",208,"Gd","Y",1992,2868,"Ex",716,"Y",214,108,"60","RL","Norm","2Story",15,14,194.06589958159
1048,"1Fam","None",0,"TA","Y",990,990,"TA",672,"Y",0,0,"20","RL","Norm","1Story",26,25,146.464646464646
1049,"1Fam","BrkFace",75,"TA","Y",1771,1771,"TA",336,"Y",0,0,"20","RL","Norm","1Story",60,14,64.9350649350649
1050,"1Fam","None",0,"TA","Y",930,930,"Gd",308,"Y",0,0,"20","RL","Norm","1Story",74,14,91.2903225806452
1051,"1Fam","None",0,"Gd","Y",1302,1302,"Gd",436,"Y",0,22,"20","RL","Norm","1Story",13,13,135.549155145929
1052,"1Fam","None",0,"Gd","Y",1316,1316,"Gd",440,"Y",0,20,"20","RL","Norm","1Story",13,13,152.08282674772
1053,"1Fam","BrkCmn",272,"TA","Y",1127,1977,"TA",540,"Y",0,52,"60","RL","Artery","2Story",56,42,83.4597875569044
1054,"1Fam","Stone",145,"TA","Y",1526,1526,"TA",364,"Y",116,78,"20","RL","Norm","1Story",63,18,94.692005242464
1055,"1Fam","BrkFace",210,"Gd","Y",1091,1989,"Gd",586,"Y",199,60,"60","RL","Norm","2Story",18,18,128.205128205128
1056,"1Fam","BrkFace",160,"TA","Y",1523,1523,"TA",478,"Y",0,0,"20","RL","Norm","1Story",44,44,118.187787261983
1057,"TwnhsE","Stone",240,"Gd","Y",1364,1364,"Gd",484,"Y",192,36,"120","RL","Norm","1Story",15,15,136.25366568915
1058,"1Fam","None",0,"Gd","Y",979,1850,"Gd",467,"Y",168,98,"60","RL","Norm","2Story",26,26,134.054054054054
1059,"1Fam","Stone",154,"Ex","Y",1130,2184,"Ex",836,"Y",0,102,"60","RL","Norm","2Story",12,12,153.388278388278
1060,"1Fam","BrkFace",480,"TA","Y",1096,1991,"TA",432,"Y",0,0,"50","RL","Norm","1.5Fin",88,70,110.497237569061
1061,"TwnhsE","None",0,"Gd","Y",1338,1338,"Gd",582,"Y",0,0,"120","RL","Norm","1Story",19,19,159.566517189836
1062,"1Fam","None",0,"Fa","Y",894,894,"TA",1248,"Y",0,20,"30","OTHER","Norm","1Story",85,70,90.6040268456376
1063,"2fmCon","None",0,"TA","N",1422,2337,"TA",560,"Y",0,57,"190","RM","Norm","2Story",120,70,41.5049579372798
1064,"1Fam","None",0,"TA","Y",1103,1103,"Gd",440,"Y",166,120,"30","RM","Artery","1Story",95,40,100.181323662738
1065,"1Fam","BrkFace",200,"TA","Y",1154,1154,"TA",480,"Y",0,58,"20","RL","Norm","1Story",54,54,133.448873483536
1066,"1Fam","None",0,"Gd","Y",1306,2260,"Gd",533,"Y",296,44,"60","RL","Norm","2Story",24,23,145.132743362832
1067,"1Fam","None",0,"Gd","Y",799,1571,"TA",380,"Y",0,40,"60","RL","Norm","2Story",27,26,113.303628262253
1068,"1Fam","BrkFace",360,"TA","Y",798,1611,"TA",442,"Y",328,128,"60","RL","Norm","2Story",56,56,104.220980757294
1069,"TwnhsE","None",0,"TA","Y",1291,2521,"TA",576,"Y",728,20,"160","RM","Norm","2Story",47,47,60.0555335184451
1070,"1Fam","None",0,"TA","Y",893,893,"Gd",576,"Y",0,0,"OTHERS","RL","Norm","1.5Unf",71,17,151.175811870101
1071,"1Fam","BrkFace",120,"TA","Y",1048,1048,"TA",286,"Y",0,20,"20","RL","Norm","1Story",64,64,128.81679389313
1072,"1Fam","None",0,"TA","Y",829,1556,"TA",441,"Y",0,0,"60","RL","RRAn","2Story",52,52,98.9717223650386
1073,"1Fam","None",0,"TA","Y",1002,1456,"TA",280,"P",0,0,"50","RL","Artery","1.5Fin",72,70,62.8434065934066
1074,"1Fam","BrkFace",140,"TA","Y",698,1426,"TA",440,"Y",252,0,"60","RL","Norm","2Story",43,43,111.851332398317
1075,"1Fam","None",0,"Gd","Y",1240,1240,"Gd",826,"Y",140,93,"20","RL","Norm","1Story",14,14,156.451612903226
1076,"1Fam","None",0,"TA","Y",960,1740,"TA",240,"Y",0,0,"70","RL","Norm","2Story",80,36,126.149425287356
1077,"1Fam","None",0,"TA","Y",1096,1466,"Gd",566,"Y",436,21,"50","RL","Norm","1.5Fin",84,31,115.961800818554
1078,"1Fam","None",0,"TA","Y",1096,1096,"TA",299,"Y",240,32,"20","RL","Norm","1Story",51,51,126.642335766423
1079,"TwnhsE","BrkFace",169,"Gd","Y",848,848,"Gd",420,"Y",140,0,"120","RM","Norm","1Story",16,16,183.844339622642
1080,"1Fam","None",0,"TA","Y",990,990,"TA",299,"Y",0,64,"20","RL","Norm","1Story",26,26,127.272727272727
1081,"1Fam","BrkFace",144,"Gd","Y",1258,1258,"Gd",528,"Y",55,0,"20","RL","Norm","1Story",49,16,115.262321144674
1082,"1Fam","None",0,"TA","Y",1040,1040,"TA",308,"Y",0,0,"20","RL","Feedr","1Story",57,57,127.884615384615
1083,"1Fam","BrkFace",100,"Gd","Y",1459,1459,"Gd",527,"Y",192,39,"20","RL","Norm","1Story",18,18,131.596984235778
1084,"1Fam","BrkFace",425,"TA","Y",1251,1251,"TA",461,"Y",0,116,"20","RL","Norm","1Story",56,56,127.897681854516
1085,"1Fam","None",0,"TA","Y",691,1498,"TA",409,"Y",315,44,"60","RL","Norm","2Story",25,24,125.166889185581
1086,"1Fam","None",0,"TA","Y",996,996,"Gd",564,"Y",120,0,"OTHERS","RL","Norm","SFoyer",28,28,147.590361445783
1087,"TwnhsE","None",0,"TA","Y",546,1092,"TA",286,"Y",120,96,"160","RM","Norm","2Story",47,47,76.4652014652015
1088,"1Fam","None",0,"Gd","Y",1082,1953,"Gd",1043,"Y",160,50,"60","FV","Norm","2Story",15,14,129.032258064516
1089,"Twnhs","Stone",50,"Gd","Y",970,1709,"Gd",380,"Y",0,40,"160","RM","Norm","2Story",16,16,80.4564072557051
1090,"TwnhsE","None",0,"Gd","Y",1247,1247,"Gd",550,"Y",0,84,"120","FV","Norm","1Story",15,15,157.979149959904
1091,"Duplex","None",0,"TA","N",1040,1040,"TA",400,"Y",0,0,"90","RL","Norm","1Story",70,70,89.3269230769231
1092,"Twnhs","BrkFace",212,"Gd","Y",624,1252,"Gd",462,"Y",0,48,"160","FV","Norm","2Story",21,20,127.79552715655
1093,"1Fam","None",0,"TA","Y",1390,1694,"TA",576,"Y",342,0,"50","RL","Norm","1.5Fin",95,70,80.5785123966942
1094,"1Fam","BrkFace",166,"TA","Y",1200,1200,"Gd",884,"Y",0,64,"20","RL","Feedr","1Story",55,22,121.666666666667
1095,"1Fam","None",0,"TA","Y",936,936,"TA",308,"Y",0,0,"20","RL","Norm","1Story",64,20,137.820512820513
1096,"1Fam","None",0,"Gd","Y",1314,1314,"Gd",440,"Y",0,22,"20","RL","Norm","1Story",14,14,134.270928462709
1097,"1Fam","None",0,"TA","Y",773,1355,"Gd",0,"Y",136,0,"70","RM","Norm","2Story",106,14,93.7269372693727
1098,"TwnhsE","None",0,"Gd","Y",1088,1088,"Gd",461,"Y",0,74,"120","RL","Norm","1Story",34,34,156.25
1099,"1Fam","None",0,"TA","Y",757,1324,"TA",240,"Y",0,0,"50","RM","Norm","1.5Fin",84,70,96.6767371601209
1100,"1Fam","BrkFace",206,"TA","Y",1601,1601,"TA",478,"Y",0,0,"20","RL","RRAn","1Story",42,42,98.0637101811368
1101,"1Fam","None",0,"TA","N",438,438,"Fa",246,"N",0,0,"30","RL","Norm","1Story",100,70,136.986301369863
1102,"1Fam","None",0,"TA","Y",950,950,"TA",280,"Y",0,0,"20","RL","Norm","1Story",49,49,125.789473684211
1103,"1Fam","BrkFace",45,"TA","Y",1134,1134,"TA",254,"Y",0,16,"20","RL","Norm","1Story",60,18,119.047619047619
1104,"1Fam","None",0,"TA","Y",1194,1194,"TA",539,"Y",0,0,"20","RL","Norm","1Story",61,61,133.58458961474
1105,"TwnhsE","BrkFace",304,"TA","Y",630,1302,"TA",440,"Y",0,0,"160","RM","Norm","2Story",50,50,81.4132104454685
1106,"1Fam","BrkFace",362,"Gd","Y",1500,2622,"Gd",712,"Y",186,32,"60","RL","Norm","2Story",26,25,123.951182303585
1107,"1Fam","None",0,"Gd","Y",1442,1442,"Gd",719,"Y",0,244,"20","RL","Feedr","1Story",30,29,124.757281553398
1108,"1Fam","None",0,"Gd","Y",887,2021,"Gd",422,"Y",0,100,"60","RL","Norm","2Story",14,14,135.935180603662
1109,"1Fam","None",0,"TA","Y",948,1690,"TA",463,"Y",100,48,"60","RL","Norm","2Story",20,20,107.100591715976
1110,"1Fam","Stone",42,"Gd","Y",1836,1836,"Gd",862,"Y",125,185,"20","RL","Norm","1Story",16,15,152.505446623094
1111,"1Fam","None",0,"TA","Y",773,1658,"TA",431,"Y",224,84,"60","RL","Norm","2Story",25,24,113.389626055489
1112,"1Fam","BrkFace",660,"TA","Y",1098,1964,"TA",483,"Y",0,69,"60","RL","Norm","2Story",44,44,104.378818737271
1113,"1Fam","None",0,"TA","Y",816,816,"TA",308,"Y",0,0,"20","RL","Norm","1Story",63,63,159.191176470588
1114,"1Fam","None",0,"TA","Y",1008,1008,"Gd",240,"Y",0,18,"20","RL","Norm","1Story",67,14,133.43253968254
1115,"1Fam","None",0,"TA","Y",833,833,"Gd",326,"Y",0,0,"20","RL","Norm","1Story",66,20,140.456182472989
1116,"1Fam","Stone",328,"Gd","Y",1734,1734,"Ex",928,"Y",0,0,"20","RL","Norm","1Story",13,13,183.391003460208
1117,"1Fam","None",0,"Gd","Y",779,1419,"Gd",527,"Y",120,0,"80","RL","Norm","SLvl",18,18,129.739252995067
1118,"1Fam","None",0,"TA","Y",894,894,"Gd",450,"Y",0,0,"20","RL","Feedr","1Story",53,17,145.413870246085
1119,"1Fam","None",0,"TA","Y",1021,1601,"TA",300,"Y",280,34,"80","RL","Norm","SLvl",62,33,87.4453466583385
1120,"1Fam","None",0,"TA","Y",1040,1040,"TA",286,"Y",140,0,"20","RL","Norm","1Story",61,61,128.557692307692
1121,"1Fam","None",0,"TA","Y",1012,1012,"TA",308,"Y",0,22,"30","RM","Norm","1Story",100,70,116.99604743083
1122,"1Fam","BrkFace",196,"Gd","Y",1552,1552,"Gd",782,"Y",144,20,"20","RL","Norm","1Story",15,14,137.177835051546
1123,"1Fam","None",0,"TA","Y",960,960,"TA",288,"Y",64,0,"20","RL","Norm","1Story",64,64,116.666666666667
1124,"1Fam","None",0,"TA","Y",698,698,"TA",0,"Y",0,200,"20","RL","Norm","1Story",73,12,169.054441260745
1125,"1Fam","BrkFace",170,"TA","Y",812,1482,"Gd",392,"Y",100,25,"80","RL","Norm","SLvl",28,28,110.59379217274
1126,"1Fam","None",0,"TA","Y",1005,1005,"Fa",672,"Y",0,0,"20","RL","Norm","1Story",65,65,114.427860696517
1127,"TwnhsE","BrkFace",130,"Gd","Y",1555,1555,"Gd",660,"Y",143,20,"120","RL","Norm","1Story",13,13,111.897106109325
1128,"1Fam","None",0,"Gd","Y",1530,1530,"Gd",630,"Y",144,36,"20","RL","Norm","1Story",16,16,169.281045751634
1129,"1Fam","None",0,"Gd","Y",847,1959,"Gd",434,"Y",100,48,"60","RL","Norm","2Story",16,15,109.749872383869
1130,"Duplex","BrkFace",180,"TA","Y",936,936,"TA",672,"Y",49,0,"90","RM","Norm","SFoyer",40,40,149.57264957265
1131,"1Fam","None",0,"TA","Y",1328,1981,"Gd",576,"Y",431,44,"50","RL","Norm","1.5Fin",92,70,68.1474003028773
1132,"1Fam","None",0,"TA","Y",974,974,"TA",0,"Y",0,28,"20","RL","Norm","1Story",29,28,95.9958932238193
1133,"1Fam","None",0,"TA","Y",1178,2210,"Fa",205,"N",0,48,"70","RM","Norm","2Story",140,70,53.1674208144796
1134,"1Fam","None",0,"Gd","Y",1142,2020,"Gd",466,"Y",0,155,"60","RL","Norm","2Story",25,25,118.564356435644
1135,"1Fam","None",0,"TA","Y",916,1600,"TA",460,"Y",100,38,"60","RL","Norm","2Story",23,23,105.625
1136,"1Fam","None",0,"TA","N",986,986,"TA",180,"Y",0,128,"30","RM","Norm","1Story",94,70,103.448275862069
1137,"1Fam","None",0,"TA","Y",1032,1252,"TA",288,"Y",0,0,"50","RL","Norm","1.5Fin",70,70,95.0479233226837
1138,"1Fam","None",0,"TA","N",780,1020,"TA",0,"N",0,0,"50","RL","Feedr","1.5Fin",145,24,92.156862745098
1139,"1Fam","None",0,"TA","Y",1567,1567,"Gd",714,"Y",264,32,"20","RL","Norm","1Story",43,43,125.079770261646
1140,"1Fam","None",0,"TA","Y",1167,1167,"TA",495,"Y",0,0,"30","RL","Norm","1Story",100,70,123.393316195373
1141,"1Fam","None",0,"TA","Y",952,952,"TA",840,"Y",0,0,"20","RL","Norm","1Story",69,69,146.008403361345
1142,"1Fam","BrkFace",44,"TA","Y",1088,1868,"Gd",484,"Y",448,96,"60","RL","PosN","2Story",44,44,105.728051391863
1143,"1Fam","Stone",340,"Gd","Y",1466,2828,"Gd",1052,"Y",125,144,"60","RL","Norm","2Story",14,13,150.236916548798
1144,"1Fam","None",0,"TA","Y",1006,1006,"TA",0,"Y",0,24,"20","RL","Norm","1Story",61,61,79.5228628230616
1145,"2fmCon","None",0,"TA","N",672,924,"Fa",280,"Y",0,0,"190","RL","Norm","1.5Fin",79,70,86.5800865800866
1146,"1Fam","None",0,"TA","Y",1042,1576,"TA",225,"Y",0,0,"50","RM","Norm","1.5Fin",92,70,94.5431472081218
1147,"1Fam","BrkFace",85,"Gd","Y",1298,1298,"Gd",403,"Y",165,26,"20","RL","Norm","1Story",35,35,138.674884437596
1148,"1Fam","None",0,"TA","Y",860,1564,"Fa",234,"Y",0,0,"70","RL","Norm","2Story",79,70,111.572890025575
1149,"1Fam","None",0,"TA","Y",572,1111,"TA",288,"Y",0,0,"50","RM","Norm","1.5Fin",94,70,105.220522052205
1150,"1Fam","None",0,"TA","Y",832,1482,"TA",324,"Y",0,0,"70","RM","Artery","2Story",100,32,96.4912280701754
1151,"1Fam","None",0,"TA","Y",932,932,"Gd",306,"Y",0,0,"20","RL","Norm","1Story",70,70,133.047210300429
1152,"1Fam","BrkFace",132,"TA","Y",1466,1466,"Fa",528,"Y",0,140,"20","RL","Norm","1Story",61,61,102.25102319236
1153,"1Fam","None",0,"TA","Y",1811,1811,"Ex",470,"Y",0,0,"20","RL","Norm","1Story",64,16,127.001656543346
1154,"1Fam","None",0,"Gd","Y",816,816,"TA",432,"Y",0,0,"30","RM","Norm","1Story",90,13,147.671568627451
1155,"1Fam","Stone",288,"TA","Y",902,1820,"Gd",492,"Y",60,84,"60","RL","Norm","2Story",55,32,110.879120879121
1156,"1Fam","None",0,"Gd","Y",1437,1437,"Gd",528,"Y",0,21,"20","RL","Norm","1Story",44,16,151.704940848991
1157,"1Fam","None",0,"TA","Y",1265,1265,"Gd",502,"Y",0,92,"80","RL","Norm","SLvl",55,21,142.213438735178
1158,"Twnhs","Stone",166,"Gd","Y",1314,1314,"Gd",626,"Y",172,62,"120","RL","Norm","1Story",13,12,175.038051750381
1159,"1Fam","Stone",186,"Gd","Y",1580,1580,"Gd",830,"Y",0,24,"20","RL","Feedr","1Story",13,12,148.815189873418
1160,"1Fam","BrkFace",270,"Gd","Y",943,1876,"Gd",540,"Y",0,69,"60","RL","Norm","2Story",46,46,98.6140724946695
1161,"Twnhs","None",0,"TA","Y",855,1456,"TA",440,"Y",26,0,"160","RL","Norm","2Story",42,42,100.274725274725
1162,"1Fam","BrkFace",72,"Gd","Y",1640,1640,"Gd",924,"Y",108,0,"20","RL","PosN","1Story",66,14,136.585365853659
1163,"1Fam","None",0,"TA","Y",894,894,"TA",450,"Y",0,0,"20","RL","Norm","1Story",52,52,144.295302013423
1164,"Duplex","None",0,"TA","Y",1258,1258,"TA",400,"Y",120,0,"90","RL","Feedr","SFoyer",51,51,86.6128775834658
1165,"1Fam","None",0,"TA","Y",1432,1432,"Gd",588,"Y",168,180,"80","RL","Feedr","SLvl",42,42,135.474860335196
1166,"1Fam","Stone",268,"Gd","Y",1502,1502,"Gd",644,"Y",0,114,"20","RL","Norm","1Story",11,11,155.239680426099
1167,"1Fam","Stone",72,"Gd","Y",1694,1694,"Gd",776,"Y",160,33,"20","RL","Norm","1Story",12,12,144.834710743802
1168,"1Fam","None",0,"TA","Y",959,1671,"TA",472,"Y",0,38,"60","RL","RRAn","2Story",20,20,103.530819868342
1169,"1Fam","None",0,"TA","Y",1236,2108,"Gd",540,"Y",0,0,"70","RL","Norm","2Story",85,34,111.480075901328
1170,"1Fam","BrkFace",1378,"Gd","Y",1831,3627,"Gd",807,"Y",361,76,"60","RL","Norm","2Story",25,24,172.318720705817
1171,"1Fam","None",0,"TA","Y",1118,1118,"TA",358,"Y",203,0,"80","RL","Norm","SLvl",43,43,152.951699463327
1172,"1Fam","None",0,"TA","Y",1261,1261,"TA",433,"Y",0,0,"20","RL","Norm","1Story",62,62,129.262490087232
1173,"TwnhsE","None",0,"Gd","Y",625,1250,"Gd",625,"Y",0,54,"160","FV","Norm","2Story",14,13,137.52
1174,"1Fam","None",0,"TA","Y",1636,3086,"Ex",0,"Y",122,0,"50","RL","Norm","1.5Fin",74,26,64.9708360337006
1175,"1Fam","None",0,"TA","Y",1170,2345,"TA",360,"Y",0,0,"70","RL","Norm","2Story",88,70,101.918976545842
1176,"1Fam","BrkFace",337,"Gd","Y",2129,2872,"Gd",541,"Y",0,33,"50","RL","Norm","1.5Fin",28,20,99.2339832869081
1177,"1Fam","None",0,"TA","Y",923,923,"TA",264,"Y",362,0,"20","RL","Norm","1Story",36,35,129.469122426869
1178,"1Fam","None",0,"TA","Y",818,1224,"TA",210,"N",0,0,"50","RM","Artery","1.5Fin",94,16,93.9542483660131
1179,"1Fam","None",0,"TA","Y",820,1343,"TA",186,"Y",192,0,"50","RL","Norm","1.5Fin",99,70,115.338793745346
1180,"1Fam","None",0,"TA","Y",1124,1124,"TA",0,"N",0,36,"20","RL","Norm","1Story",66,66,82.7402135231317
1181,"1Fam","None",0,"TA","Y",1298,2514,"TA",693,"Y",0,0,"60","RL","Norm","2Story",30,29,99.4431185361973
1182,"TwnhsE","Stone",186,"Ex","Y",1652,1652,"Gd",482,"Y",162,53,"120","RM","Norm","1Story",12,12,197.01709064438
1183,"1Fam","None",0,"Gd","Y",2411,4476,"Ex",813,"Y",171,78,"60","RL","Norm","2Story",24,24,166.443252904379
1184,"1Fam","None",0,"TA","Y",1130,1130,"TA",720,"Y",229,0,"30","RL","Norm","1Story",100,70,106.194690265487
1185,"1Fam","BrkFace",226,"TA","Y",1572,1572,"TA",995,"Y",0,263,"20","RL","Norm","1Story",57,57,118.765903307888
1186,"1Fam","None",0,"TA","Y",949,1221,"TA",392,"Y",0,0,"50","RL","Norm","1.5Fin",96,70,85.9131859131859
1187,"2fmCon","None",0,"TA","Y",1014,1699,"TA",420,"Y",0,74,"190","RL","Artery","2Story",120,50,55.9152442613302
1188,"1Fam","None",0,"Gd","Y",1624,1624,"Gd",757,"Y",0,114,"20","RL","Norm","1Story",26,25,161.330049261084
1189,"1Fam","BrkFace",95,"Gd","Y",831,1660,"Gd",493,"Y",144,68,"60","RL","Norm","2Story",18,18,117.469879518072
1190,"1Fam","None",0,"TA","Y",1028,1804,"Gd",442,"Y",140,60,"60","RL","Norm","2Story",21,21,104.767184035477
1191,"2fmCon","Stone",149,"TA","Y",1622,1622,"TA",1356,"Y",439,0,"190","RL","Norm","1Story",59,45,103.575832305795
1192,"Twnhs","BrkFace",456,"Gd","Y",764,1441,"Gd",492,"Y",206,0,"160","FV","Norm","2Story",21,20,120.749479528105
1193,"1Fam","None",0,"TA","Y",842,1472,"Gd",250,"P",0,0,"50","RM","Norm","1.5Fin",95,26,84.9184782608696
1194,"TwnhsE","BrkFace",425,"TA","Y",1224,1224,"TA",402,"Y",0,304,"120","RM","Norm","1Story",21,21,134.803921568627
1195,"1Fam","Stone",143,"TA","Y",663,1352,"TA",299,"Y",379,36,"60","RL","Norm","2Story",51,51,116.863905325444
1196,"1Fam","None",0,"TA","Y",728,1456,"Gd",400,"Y",100,24,"60","RL","Norm","2Story",15,15,120.879120879121
1197,"1Fam","None",0,"Gd","Y",879,1863,"Gd",660,"Y",100,17,"60","RL","Norm","2Story",14,14,117.665056360709
1198,"1Fam","None",0,"TA","Y",815,1690,"TA",225,"Y",0,0,"OTHERS","RM","Norm","2.5Unf",104,70,85.207100591716
1199,"1Fam","None",0,"Gd","Y",1212,1212,"Gd",573,"Y",356,0,"20","RL","Norm","1Story",19,19,146.864686468647
1200,"1Fam","BrkFace",51,"TA","Y",1382,1382,"TA",459,"Y",0,82,"20","RL","Norm","1Story",57,41,107.091172214182
1201,"1Fam","None",0,"TA","Y",864,864,"TA",280,"Y",0,0,"20","RL","Norm","1Story",50,50,134.31712962963
1202,"1Fam","None",0,"TA","Y",866,1779,"Gd",546,"Y",198,36,"60","RL","Norm","2Story",22,22,111.24227093873
1203,"1Fam","None",0,"TA","Y",884,1348,"TA",216,"N",0,0,"50","RM","Norm","1.5Fin",95,23,86.7952522255193
1204,"1Fam","BrkFace",171,"Gd","Y",1630,1630,"Gd",451,"Y",74,234,"20","RL","Norm","1Story",20,19,130.674846625767
1205,"1Fam","None",0,"TA","Y",1074,1074,"TA",495,"Y",0,88,"20","RL","Norm","1Story",45,45,142.92364990689
1206,"1Fam","BrkFace",234,"Gd","Y",2196,2196,"Gd",701,"Y",84,70,"20","RL","Norm","1Story",30,29,123.816029143898
1207,"1Fam","None",0,"TA","Y",1056,1056,"TA",384,"Y",0,42,"20","OTHER","Norm","1Story",54,54,101.325757575758
1208,"1Fam","BrkFace",120,"Gd","Y",1700,1700,"Gd",544,"Y",192,23,"20","RL","Norm","1Story",17,17,117.647058823529
1209,"1Fam","None",0,"TA","Y",1283,1283,"TA",506,"Y",0,0,"20","RL","Norm","1Story",58,40,109.119251753702
1210,"1Fam","Stone",420,"Gd","Y",1660,1660,"Gd",500,"Y",322,50,"20","RL","RRNn","1Story",14,14,174.698795180723
1211,"1Fam","None",0,"Gd","Y",1055,1845,"Gd",462,"Y",635,104,"60","RL","Norm","2Story",28,28,102.439024390244
1212,"1Fam","None",0,"Gd","Y",1080,1752,"TA",492,"Y",325,12,"50","RL","Norm","1.5Fin",32,15,93.6073059360731
1213,"1Fam","None",0,"TA","Y",672,672,"TA",234,"N",0,113,"30","RL","Norm","1Story",79,70,168.154761904762
1214,"1Fam","None",0,"TA","Y",960,960,"TA",364,"Y",88,0,"80","RL","Norm","SLvl",55,19,151.041666666667
1215,"1Fam","None",0,"TA","Y",999,999,"TA",300,"Y",150,72,"OTHERS","RL","Norm","SFoyer",58,58,134.634634634635
1216,"1Fam","None",0,"TA","Y",894,894,"TA",384,"Y",0,0,"20","RL","Norm","1Story",54,54,139.821029082774
1217,"Duplex","None",0,"TA","Y",1318,1902,"TA",539,"Y",0,0,"90","RM","RRAe","1.5Fin",42,42,58.8853838065195
1218,"1Fam","Stone",72,"Gd","Y",1314,1314,"Gd",552,"Y",135,112,"20","FV","Norm","1Story",11,11,174.624048706241
1219,"1Fam","None",0,"TA","N",672,912,"TA",0,"N",0,0,"50","RM","Norm","1.5Fin",73,70,88.2675438596491
1220,"Twnhs","BrkFace",236,"TA","Y",672,1218,"TA",0,"N",201,0,"160","RM","Norm","2Story",49,49,75.1231527093596
1221,"1Fam","None",0,"TA","Y",912,912,"TA",288,"Y",0,0,"20","RL","Norm","1Story",56,56,126.09649122807
1222,"1Fam","None",0,"TA","Y",1211,1211,"TA",322,"Y",0,63,"20","RL","Feedr","1Story",52,52,110.65235342692
1223,"1Fam","BrkFace",320,"TA","Y",1168,1846,"TA",315,"Y",0,0,"50","RL","Artery","1.5Fin",71,70,77.4647887323944
1224,"1Fam","BrkFace",44,"TA","N",2136,2136,"TA",528,"Y",0,30,"20","RL","Norm","1Story",69,69,64.559925093633
1225,"1Fam","None",0,"Gd","Y",788,1490,"Gd",388,"Y",100,75,"60","RL","RRAn","2Story",16,15,123.489932885906
1226,"1Fam","BrkFace",63,"TA","Y",1138,1138,"TA",264,"Y",224,0,"80","RL","Norm","SLvl",62,62,127.416520210896
1227,"1Fam","Stone",74,"Gd","Y",894,1933,"Gd",668,"Y",100,18,"60","RL","Feedr","2Story",13,13,110.708742886705
1228,"1Fam","BrkFace",300,"TA","Y",912,912,"Gd",576,"Y",0,240,"20","RL","Norm","1Story",55,12,161.184210526316
1229,"TwnhsE","BrkFace",766,"Ex","Y",1702,1702,"Ex",1052,"Y",0,72,"120","RL","Norm","1Story",12,12,197.01709064438
1230,"1Fam","None",0,"TA","Y",1507,1507,"TA",404,"Y",0,0,"80","RL","Norm","SLvl",60,60,84.2733908427339
1231,"Duplex","None",0,"TA","Y",1361,2620,"TA",600,"N",155,24,"90","RL","Feedr","1.5Fin",43,43,72.5190839694657
1232,"Duplex","BrkFace",120,"TA","Y",1190,1190,"TA",540,"Y",0,18,"90","RL","Norm","SLvl",58,58,111.344537815126
1233,"Duplex","None",0,"TA","Y",1224,1224,"TA",462,"Y",0,0,"90","RL","Norm","1Story",58,58,83.1699346405229
1234,"1Fam","BrkFace",180,"TA","Y",1188,1188,"TA",531,"Y",0,0,"20","RL","Norm","1Story",61,61,119.52861952862
1235,"1Fam","None",0,"TA","N",1024,1964,"TA",0,"N",0,192,"70","OTHER","Norm","2Story",109,70,66.1914460285132
